station_id,n_years,days_below_trend,days_below_p,days_below_sen,nm7q_trend,nm7q_p,nm7q_sen,min_year,days_below_p_fdr,nm7q_p_fdr
DESM_DERP2572050000,34,no trend,0.2975042088502282,0.0,no trend,0.9382480146046128,0.0,2019,0.36828969302493764,0.9408688191146816
DESM_DERP2589030600,33,no trend,0.27725679757119037,0.29166666666666663,no trend,0.4655488870531288,-0.0010729813664596068,2020,0.34658112078485054,0.5367375371788714
DESM_DERP2628070800,34,increasing,0.026711985379674896,0.6818181818181818,no trend,0.14959022573946812,-0.00020535714285714298,2022,0.04588326675264731,0.19963900015044259
DESM_DERP2656030700,34,no trend,0.2780372222452283,0.3333333333333333,no trend,0.36062734198879776,-0.0020892857142857206,2020,0.34658112078485054,0.4286927674635046
DESM_DERP2660030000,34,no trend,0.05667450273392105,1.0588235294117647,decreasing,0.0209620396487753,-0.0028911564625850343,2022,0.0884615064412072,0.04024263226690017
DESM_DERP2678020100,34,no trend,0.46646827743679076,0.3125,no trend,0.7684569726000503,-0.00007563025210084407,2022,0.5333188267509805,0.8186233031555432
DESM_DERP2692040200,34,no trend,0.229155165522267,0.0,increasing,0.04909215788996657,0.0006071428571428582,2022,0.2948627398655694,0.07798267558627432
DESM_DERP2716060000,33,no trend,0.25453449810212025,0.0,no trend,0.09486107679233946,-0.002309615384615397,2020,0.3217531155586661,0.13676757658011993
DESM_DERP2718040300,33,no trend,0.8078142165841911,0.08834586466165413,no trend,0.8078142165841911,-0.0006710164835164152,2022,0.8656874738917153,0.8504554362279313
DESM_DESH114064,34,no trend,0.1587101951028158,0.0,increasing,0.0009657811726462295,0.03068,1996,0.2102470850255014,0.004492906661433554
DESM_DESH114069,34,no trend,0.9220210144973526,0.0,no trend,0.11050564924339668,0.021624999999999995,1994,0.9484399547408298,0.15557461991521337
DESM_DESL1062220,34,increasing,0.011550443264152666,1.0,decreasing,0.03932623938872615,-0.03376870748299324,2009,0.023560279158129582,0.06466485916112616
DESM_DESL1092220,34,increasing,0.04563224527431986,0.7,decreasing,0.03932623938872615,-0.019982142857142865,2022,0.07379268492558932,0.06466485916112616
DESM_DESL1332220,34,no trend,0.5927209494897088,0.0,no trend,0.20946154334050293,-0.0031203007518797003,2022,0.6587827271418125,0.2666549434724842
DESM_DESL1341120,34,no trend,0.8256750678308626,0.0,no trend,0.9136301036401862,-0.0008775510204081258,2025,0.8769744063647328,0.9303005374827776
DESM_DESL1373130,34,increasing,0.0004898560790442819,0.8,decreasing,0.0030820588888631484,-0.05414857142857144,2022,0.0021982291547112147,0.010058719464562457
DESM_DESN550110,34,increasing,0.011550443264152666,0.7058823529411765,no trend,0.12504272739262112,-0.0027513227513227554,2005,0.023560279158129582,0.17199363652854782
DESM_DESN550190,34,no trend,0.1585421766189281,0.2857142857142857,no trend,0.2580163179461443,-0.004785714285714282,2015,0.2102470850255014,0.3194064073885028
DESM_DESN550810,34,increasing,0.0037620349686691146,0.7142857142857143,decreasing,0.0020465804405427335,-0.009809523809523824,2020,0.01000422632409046,0.007133226972377099
DESM_DESN550940,33,increasing,0.015681225244583263,1.5,decreasing,0.004541435280679185,-0.007816666666666616,2022,0.030762622201122358,0.013464628957751775
DESM_DESN551000,34,no trend,0.8521519075629136,0.0,no trend,0.5252517359771474,-0.00022689075630252114,2003,0.8971335331820702,0.594843448630271
DESM_DESN551310,33,increasing,0.00369907566941885,0.5,decreasing,0.04608393295095614,-0.0021655844155844184,2018,0.009984723047529075,0.07418893241880384
DESM_DESN552012,34,increasing,0.00012965135216647106,0.6666666666666666,decreasing,0.0009657811726462295,-0.004234693877551021,2020,0.0008619413968104279,0.004492906661433554
DESM_DESN553020,33,increasing,0.0074570078953755115,0.4330357142857143,no trend,0.07712890370635717,-0.004272727272727262,2024,0.01716067842589621,0.11585471309867039
DESM_DESN554220,34,no trend,0.339186819092554,0.0,no trend,0.14959022573946812,-0.002017857142857144,1998,0.4086176780343184,0.19963900015044259
DESM_DESN554520,34,increasing,0.0007729958128890324,1.5833333333333333,decreasing,0.00005993847754948156,-0.016865546218487387,2020,0.0030495109541446444,0.0008276120553947647
DESM_DESN560021,33,increasing,0.0003831828637113066,2.4365079365079367,decreasing,0.0019526409550858492,-0.22312499999999996,2022,0.00193383017382827,0.0069405752759982165
DESM_DESN562115,32,increasing,0.00002146270321023991,2.7386363636363633,decreasing,0.000015809977126357566,-0.13545879120879123,2023,0.000260443995014407,0.0002987253572822298
DESM_DESN563790,34,increasing,0.002270198884772201,1.2666666666666666,decreasing,0.0008644178493009136,-0.01885714285714286,2018,0.0067355487572993405,0.004251041204096273
DESM_DESN564400,34,increasing,0.0003446353340244013,1.9473684210526316,decreasing,0.0003059631705921717,-0.018744360902255647,2015,0.0017931026799240589,0.002196815564851793
DESM_DESN564531,32,increasing,0.0003142746175728295,2.25,decreasing,0.005897626336997419,-0.008328931572629053,2019,0.0016839490702782952,0.01654099886704745
DESM_DESN564620,34,increasing,0.000026811308542429302,2.8461538461538463,decreasing,5.629081329283636e-6,-0.007021164021164021,2019,0.00030078936771037873,0.00020208401972128252
DESM_DESN566040,34,increasing,0.022745729765423883,0.6363636363636364,decreasing,0.024659856023290683,-0.022339901477832505,1994,0.0402252068265378,0.045633444909079154
DESM_DESN567000,34,increasing,0.0006164642907660056,0.8333333333333334,decreasing,0.014989907887239973,-0.0013163265306122452,2019,0.0026346509569642384,0.03165515842070089
DESM_DESN567221,32,increasing,0.002483355213678262,1.376518218623482,decreasing,0.02713750593978581,-0.004344642857142857,2022,0.007225952841372374,0.04895660619287993
DESM_DESN567400,34,increasing,0.01632203135091892,1.2083333333333333,no trend,0.13284986695974976,-0.002619047619047618,1997,0.03100322357132218,0.1806556902975385
DESM_DESN567451,34,increasing,0.00012965135216647106,2.7142857142857144,decreasing,0.0003878433774808787,-0.0937327188940092,2018,0.0008619413968104279,0.0024863530806363476
DESM_DESN568400,33,increasing,0.004541435280679185,2.0,decreasing,0.0007884847400962958,-0.0100375,2018,0.011650246332239125,0.003986845375979862
DESM_DESN576401,34,increasing,0.0003878433774808787,2.1666666666666665,decreasing,0.00007780085950059856,-0.009044642857142873,2019,0.00193383017382827,0.0009975181628826743
DESM_DESN576631,34,increasing,0.03932623938872615,0.36,decreasing,0.017757070483344295,-0.035555555555555556,2001,0.06476201807592975,0.034645588606090225
DESM_DESN577220,34,increasing,0.00006386958570092638,1.9375,decreasing,0.0020465804405427335,-0.005837662337662333,2022,0.0005879277247854504,0.007133226972377099
DESM_DESN577501,33,no trend,0.276452599630153,0.0,no trend,0.05363683937977637,-0.0023747899159663787,1992,0.34658112078485054,0.08335768544302909
DESM_DESN582035,34,increasing,0.03932623938872615,0.07692307692307693,decreasing,0.009665641902533384,-0.008428571428571443,2020,0.06476201807592975,0.022828720019799242
DESM_DESN583122,34,increasing,0.008830286276187538,0.3888888888888889,decreasing,0.001491385293904468,-0.0051428571428571435,1992,0.01909682393464654,0.005948970227907822
DESM_DESN583251,34,no trend,0.1477777161383389,0.0,no trend,0.27128711578294107,-0.0009159663865546197,2023,0.19944436125437467,0.3335345019386159
DESM_DESN583290,34,increasing,0.0020465804405427335,0.125,decreasing,0.006097139917784489,-0.002650793650793651,2006,0.0061741376315532885,0.016837486388343318
DESM_DESN660100,34,no trend,0.23284204679391474,0.39285714285714285,decreasing,0.02890995589641987,-0.02116883116883127,2018,0.29747435871535727,0.05112647372815139
DESM_DESN660160,34,increasing,0.0209620396487753,0.4,decreasing,0.017757070483344295,-0.05155844155844152,2022,0.03762686116955166,0.034645588606090225
DESM_DESN662011,34,increasing,2.668584982989941e-6,2.6315789473684212,decreasing,0.000013371844147291867,-0.010591133004926132,2018,0.0001197527511116736,0.0002823818852281047
DESM_DESN663090,34,increasing,0.0006164642907660056,0.625,decreasing,0.0034066319449188587,-0.004592857142857142,2006,0.0026346509569642384,0.01063461624544235
DESM_DEST444205,34,increasing,0.03126187277687831,1.0769230769230769,decreasing,0.04909215788996657,-0.0012857142857142828,2018,0.052938737391034496,0.07798267558627432
DESM_DEST553060,34,increasing,0.006097139917784489,0.1875,decreasing,0.0016587929246176802,-0.08758241758241758,2022,0.014400481779504155,0.006268491157239445
DESM_DEST575700,32,no trend,0.7339104943970112,0.11805555555555555,no trend,0.8650383150743488,-0.00008749999999999191,2018,0.795993557367151,0.8975397546580671
DESM_DEST575970,34,increasing,0.001561863020776988,0.0,decreasing,0.0010780589400980478,-0.0009350649350649352,2020,0.0051917483746198026,0.004778063697471595
DESM_DEST576000,32,increasing,4.4530492946393e-6,4.225,decreasing,0.000024965491662198858,-0.005940763745111573,2020,0.00015597968468531083,0.00042679102412997096
DESM_DEST576610,34,no trend,0.4022155841696149,0.0,no trend,0.44771724277486147,-0.0066428571428571725,2019,0.4703433052667484,0.520163398563674
DESM_DEST578180,33,increasing,6.056982383206844e-6,4.0,decreasing,3.253640496581056e-6,-0.0026752458068247517,2020,0.00015597968468531083,0.0001618649234860492
DESM_DEST578500,33,increasing,0.00007096380450022366,2.815340909090909,decreasing,0.000026684265470366952,-0.0028648538961038965,2020,0.0006206779680158863,0.00043543869563007884
DESM_DEST578600,34,increasing,0.02890995589641987,1.0,decreasing,0.004150822876908711,-0.009175324675324675,2022,0.04918802922661011,0.012522230359749809
DESM_DEST579070,34,increasing,0.0007729958128890324,1.7894736842105263,decreasing,0.0005497745693063827,-0.05857142857142842,2022,0.0030495109541446444,0.0030032164371064643
DESM_DEST579610,34,increasing,0.026711985379674896,0.6666666666666666,no trend,0.12504272739262112,-0.0011512605042016816,1992,0.04588326675264731,0.17199363652854782
DESM_DEST579712,34,increasing,0.00003072879599996803,3.210526315789474,decreasing,6.5172570202776114e-6,-0.007518796992481205,2016,0.00033429205345419764,0.00021269957002542384
DESM_DEST579810,34,increasing,1.056885073902336e-6,3.75,decreasing,0.000052537565951693566,-0.014965986394557823,2022,0.00010090401443341168,0.0007858744240274163
DESM_DEST587600,34,increasing,0.00007780085950059856,1.9,decreasing,0.0004898560790442819,-0.003897959183673464,2020,0.0006206779680158863,0.002836424715756406
DESM_DEST590005,34,increasing,0.0034066319449188587,1.24,no trend,0.08545429152509176,-0.006013605442176871,2019,0.009335731818518093,0.1262472866564113
DESM_DEST590210,34,increasing,0.00043607298312720033,1.7,decreasing,0.004150822876908711,-0.004127819548872182,2019,0.0021445233005844507,0.012522230359749809
DESM_DEST591070,34,increasing,0.0105707340667196,0.5333333333333333,no trend,0.10375550597046113,-0.007347619047619047,2022,0.022063334476467075,0.14781042318807755
DESM_DEST594180,34,no trend,0.05667450273392105,0.36363636363636365,no trend,0.06520717421940603,-0.002736842105263156,2019,0.0884615064412072,0.0996143640202841
DESM_DEST597205,34,increasing,0.001843338256175775,1.2,decreasing,0.036461268903084765,-0.0019107142857142864,2022,0.005804898543571081,0.06174337517078977
DESM_DETH252401,34,no trend,0.31004412387652436,0.0,no trend,0.6756918645043961,-0.000767857142857143,1997,0.38118438517695974,0.730642708906862
DESM_DETH252450,34,increasing,0.0012675604504654991,1.6666666666666667,decreasing,0.0030820588888631484,-0.008321428571428572,2018,0.004292964167142587,0.010058719464562457
DESM_DETH420001,34,increasing,0.001202307016299864,2.3333333333333335,decreasing,0.00008851722466984846,-0.004720496894409937,2018,0.004110744941444296,0.0010592561218825199
DESM_DETH420011,34,increasing,0.0004898560790442819,1.4615384615384615,decreasing,0.001202307016299864,-0.0068695652173912805,2018,0.0021982291547112147,0.005200339986164471
DESM_DETH420020,34,increasing,0.014989907887239973,1.0,decreasing,0.002270198884772201,-0.04236190476190478,2019,0.02956800511823709,0.007688692449370002
DESM_DETH420070,34,increasing,0.008830286276187538,0.7894736842105263,decreasing,0.008060034025016538,-0.04511904761904765,2022,0.01909682393464654,0.021120819087452097
DESM_DETH420120,34,increasing,0.0009657811726462295,1.4210526315789473,decreasing,0.0003446353340244013,-0.07077922077922078,2022,0.003537912663061188,0.002334416696504907
DESM_DETH420170,34,increasing,0.00027138394101489105,1.5,decreasing,0.00008851722466984846,-0.08678195488721803,2022,0.0015714005616829982,0.0010592561218825199
DESM_DETH420190,34,increasing,0.000690619202469378,1.7,decreasing,0.0005497745693063827,-0.13877551020408166,2022,0.0028174124282557577,0.0030032164371064643
DESM_DETH421510,34,no trend,0.07477247932442421,0.21428571428571427,no trend,0.13284986695974976,-0.0054107142857142965,2022,0.11138307086086428,0.1806556902975385
DESM_DETH421600,34,no trend,0.34457761884916804,0.7142857142857143,no trend,0.11050564924339668,-0.001535714285714285,2019,0.41097463510581833,0.15557461991521337
DESM_DETH421620,34,no trend,0.09124032355472544,0.7647058823529411,no trend,0.17765391067092295,-0.002872180451127821,2022,0.12998125458788268,0.22859410011061412
DESM_DETH422000,34,increasing,0.0043538920132395464,1.0,decreasing,0.006097139917784489,-0.011792857142857155,2022,0.011409103888708009,0.016837486388343318
DESM_DETH422201,34,no trend,0.1552640790219444,0.0,no trend,0.05276960196901781,-0.0014670329670329672,1994,0.2079843446599927,0.08236646568207563
DESM_DETH424000,34,no trend,0.4820847899256535,0.0,no trend,0.5052450905766701,-0.0007472527472527357,2003,0.5478063489962747,0.5739967959399512
DESM_DETH426000,34,increasing,0.00016645426937156316,2.090909090909091,decreasing,0.0000153962819682274,-0.008325714285714284,2018,0.0010302945293860547,0.0002987253572822298
DESM_DETH427010,34,increasing,0.0008644178493009136,1.1818181818181819,decreasing,0.001491385293904468,-0.019051948051948056,2025,0.003336838794613204,0.005948970227907822
DESM_DETH429010,34,increasing,0.005039645462999731,1.125,decreasing,0.0037620349686691146,-0.00804761904761907,2022,0.012307705586509546,0.011543338066258225
DESM_DETH429050,34,increasing,0.0209620396487753,0.6666666666666666,decreasing,0.008830286276187538,-0.0021507936507936362,2022,0.03762686116955166,0.021862570849319488
DESM_DETH429600,34,increasing,0.0004898560790442819,0.3333333333333333,no trend,0.09124032355472544,-0.00552795031055901,1992,0.0021982291547112147,0.13261245407346736
DESM_DETH447000,34,increasing,0.000011602905626295623,3.0,decreasing,0.000011602905626295623,-0.01795238095238095,2020,0.0001811062226017447,0.0002776962079893419
DESM_DETH447050,34,increasing,0.000017710898882361548,2.0,decreasing,0.0001469717914077684,-0.006401360544217686,2016,0.00023548935921362206,0.0014939270676097792
DESM_DETH570210,34,no trend,0.07996854080618054,0.35714285714285715,decreasing,0.04563224527431986,-0.014220779220779224,1992,0.11765863175991317,0.07379268492558932
DESM_DETH570250,34,no trend,0.7215623759883523,-0.07692307692307693,no trend,0.09124032355472544,0.022663265306122442,2024,0.7873583373246762,0.13261245407346736
DESM_DETH570260,34,no trend,0.05276960196901781,-0.07692307692307693,increasing,0.009665641902533384,0.06002380952380957,1996,0.08345500928139822,0.022828720019799242
DESM_DETH570270,34,no trend,0.8147382677558546,0.0,no trend,0.41153015108926394,0.024285714285714393,1999,0.8694988257086657,0.4828082491537443
DESM_DETH570280,34,no trend,0.8886780120764037,0.0,no trend,0.9876377419871505,0.0010544217687074667,1997,0.9171983607818189,0.9876377419871505
DESM_DETH570330,34,no trend,0.3771382028423258,0.4166666666666667,no trend,0.4856472470963893,-0.00952380952380949,1998,0.44391021252588514,0.5552463748649802
DESM_DETH571700,34,no trend,0.48219166095493815,0.0,no trend,0.1585421766189281,-0.0012352941176470436,1994,0.5478063489962747,0.20925235811101173
DESM_DETH572000,34,no trend,0.8162147751081346,0.06666666666666667,no trend,0.1585421766189281,0.0010714285714285717,2019,0.8694988257086657,0.20925235811101173
DESM_DETH572010,34,no trend,0.22093012126147427,0.2857142857142857,no trend,0.08545429152509176,-0.0064591836734693864,2003,0.2853018472405369,0.1262472866564113
DESM_DETH572110,34,increasing,0.04909215788996657,0.6666666666666666,no trend,0.27128711578294107,-0.0023061224489795908,2018,0.07867894947543749,0.3335345019386159
DESM_DETH572115,34,no trend,0.5664461417662239,0.21428571428571427,no trend,0.5664461417662239,-0.0026190476190476133,1999,0.6335020713211039,0.633332440632741
DESM_DETH572400,34,increasing,0.0010780589400980478,1.05,decreasing,0.0209620396487753,-0.0035714285714285774,1992,0.0037575064028660113,0.04024263226690017
DESM_DETH572890,34,no trend,0.10375550597046113,0.6111111111111112,no trend,0.23284204679391474,-0.0039010989010989225,2003,0.14437297148602923,0.2892397743910567
DESM_DETH572910,34,increasing,0.022745729765423883,0.9032258064516129,decreasing,0.03932623938872615,-0.008861607142857143,2019,0.0402252068265378,0.06466485916112616
DESM_DETH572920,34,increasing,0.0003059631705921717,1.826086956521739,decreasing,0.00016645426937156316,-0.027142857142857135,2019,0.0016642542157968127,0.0014939270676097792
DESM_DETH573000,34,increasing,0.000011602905626295623,2.0,decreasing,0.0003059631705921717,-0.007795238095238096,2023,0.0001811062226017447,0.002196815564851793
DESM_DETH573010,34,increasing,8.711981009046355e-6,3.0434782608695654,decreasing,1.2361644734504296e-6,-0.047897959183673476,2023,0.00017375562123598005,0.00008875660919374084
DESM_DETH573100,34,increasing,0.0003446353340244013,1.8888888888888888,decreasing,0.0003446353340244013,-0.0472721088435374,2019,0.0017931026799240589,0.002334416696504907
DESM_DETH573110,34,increasing,0.000013371844147291867,2.176470588235294,decreasing,0.00027138394101489105,-0.08593406593406595,2019,0.00020002050203657418,0.002117974670094476
DESM_DETH574200,34,no trend,0.09124032355472544,0.1,no trend,0.22093012126147427,-0.003148148148148147,2019,0.12998125458788268,0.2773213759890534
DESM_DETH574210,34,increasing,0.0008644178493009136,2.0454545454545454,decreasing,0.0034066319449188587,-0.015324675324675326,2019,0.003336838794613204,0.01063461624544235
DESM_DETH574300,34,no trend,0.7672231680642183,0.0,no trend,0.6091300700836291,-0.00035714285714285703,2018,0.8296178232983564,0.6687391289297334
DESM_DETH574401,34,no trend,0.07996854080618054,0.04,no trend,0.22093012126147427,-0.0005714285714285722,2002,0.11765863175991317,0.2773213759890534
DESM_DETH574500,34,no trend,0.07477247932442421,0.08,decreasing,0.01632203135091892,-0.0027142857142857125,1992,0.11138307086086428,0.03255338474988829
DESM_DETH574630,34,increasing,8.711981009046355e-6,2.142857142857143,decreasing,0.007350492972747258,-0.0029761904761904747,2014,0.00017375562123598005,0.01969273863594228
DESM_DETH575110,34,increasing,0.000021764122146050724,4.0,decreasing,0.0003446353340244013,-0.005714285714285712,2021,0.000260443995014407,0.002334416696504907
DESM_DETH575211,34,increasing,1.4445149303377036e-6,3.857142857142857,decreasing,4.0482894014814974e-7,-0.013750000000000005,2015,0.00010090401443341168,0.00003633339737829644
DESM_DETH575240,34,increasing,0.00007780085950059856,2.5555555555555554,decreasing,0.0016587929246176802,-0.014000000000000012,2008,0.0006206779680158863,0.006268491157239445
DESM_DETH575250,34,increasing,0.03932623938872615,0.6363636363636364,no trend,0.9136301036401862,0.0002857142857142855,2005,0.06476201807592975,0.9303005374827776
DESM_DETH575400,34,increasing,0.00005993847754948156,1.125,decreasing,0.0105707340667196,-0.005598901098901118,2020,0.0005662608800069442,0.02401831348071099
DESM_DETH575500,34,increasing,0.0025160002929569547,1.3333333333333333,decreasing,0.0105707340667196,-0.006043956043956044,2018,0.007225952841372374,0.02401831348071099
DESM_DETH575660,34,no trend,0.34457761884916804,0.4,no trend,0.22093012126147427,-0.0004081632653061045,2018,0.41097463510581833,0.2773213759890534
DESM_DETH576470,34,no trend,0.9724279377035323,0.0,no trend,0.7684569726000503,0.0014285714285717788,2001,0.9890425324178164,0.8186233031555432
DESM_DETH576520,34,no trend,0.33475769065958416,0.0,no trend,0.6091300700836291,0.0005714285714282971,2004,0.4060067937391579,0.6687391289297334
DESM_DETH577290,34,increasing,0.0105707340667196,0.8461538461538461,decreasing,0.008830286276187538,-0.0011111111111111035,2018,0.022063334476467075,0.021862570849319488
DESM_DETH577320,34,no trend,0.05276960196901781,0.1875,no trend,0.17765391067092295,-0.001662337662337663,2020,0.08345500928139822,0.22859410011061412
DESM_DETH577360,34,no trend,0.05276960196901781,0.391304347826087,no trend,0.08545429152509176,-0.0007478991596638577,1993,0.08345500928139822,0.1262472866564113
DESM_DETH577510,34,increasing,0.000052537565951693566,1.1363636363636365,decreasing,0.0003878433774808787,-0.008571428571428563,2019,0.0005097563831529187,0.0024863530806363476
DESM_DETH577800,34,increasing,0.0006164642907660056,1.0,decreasing,0.026711985379674896,-0.0018857142857142879,2020,0.0026346509569642384,0.048432337127794385
DESM_DEXX10056302,34,increasing,0.008060034025016538,0.8387096774193549,no trend,0.06081694918575553,-0.7197714285714255,2003,0.017972374006092775,0.09370508479693664
DESM_DEXX10088003,34,increasing,0.01632203135091892,0.9230769230769231,decreasing,0.01632203135091892,-2.3485714285714323,2022,0.03100322357132218,0.03255338474988829
DESM_DEXX23700200,34,no trend,0.14102919353281584,0.3333333333333333,decreasing,0.026711985379674896,-4.633780219780219,2018,0.1910546433142675,0.048432337127794385
DESM_DEXX23700600,34,no trend,0.09124032355472544,0.5,decreasing,0.02890995589641987,-5.082409523809523,2018,0.12998125458788268,0.05112647372815139
DESM_DEXX23800690,32,increasing,0.04865707312578982,0.4,no trend,0.29198463590975887,-0.184527829313543,1998,0.07833134193793069,0.3565390622163382
DESM_DEXX23900200,34,increasing,0.007350492972747258,0.625,decreasing,0.019301492512038942,-5.549563025210091,2018,0.01702469017558881,0.03745532871255124
DESM_DEXX24300600,34,no trend,0.6282874647371641,0.0,no trend,0.9382480146046128,0.1945054945054953,1992,0.6949385244477961,0.9408688191146816
DESM_DEXX24900108,34,no trend,0.34380413086387995,0.0,no trend,0.394107148810076,-0.12041904761904808,2004,0.41097463510581833,0.4654094290224253
DESM_DEXX25100100,34,increasing,0.026711985379674896,0.5294117647058824,decreasing,0.009665641902533384,-6.651054945054948,2018,0.04588326675264731,0.022828720019799242
DESM_DEXX25700100,34,increasing,0.019301492512038942,0.5238095238095238,decreasing,0.024659856023290683,-5.889838095238103,2018,0.035534542624728105,0.045633444909079154
DESM_DEXX25800200,34,increasing,0.008060034025016538,1.0714285714285714,decreasing,0.026711985379674896,-0.05945714285714274,2022,0.017972374006092775,0.048432337127794385
DESM_DEXX26100100,34,no trend,0.9502877396229035,0.0,no trend,0.6309950399173054,0.10610389610389603,2012,0.9719467194433685,0.6906317662509532
DESM_DEXX26400220,32,no trend,0.061538570047021235,0.3484848484848485,decreasing,0.0449013762794892,-0.11092619047619048,2006,0.09441173780718216,0.07327088220153011
DESM_DEXX26400550,34,increasing,0.004150822876908711,1.7083333333333333,decreasing,0.006697505189175779,-0.1678872180451127,2022,0.010956951564781083,0.018215184567531094
DESM_DEXX26900400,34,increasing,0.007350492972747258,1.25,decreasing,0.011550443264152666,-0.6670924369747899,2022,0.01702469017558881,0.025439319827182866
DESM_DEXX27100400,34,increasing,0.005039645462999731,0.8571428571428571,decreasing,0.00554568623017393,-10.038412087912084,2018,0.012307705586509546,0.015676388634901107
DESM_DEXX2710080,34,increasing,0.005039645462999731,0.8888888888888888,decreasing,0.011550443264152666,-8.853010204081633,2018,0.012307705586509546,0.025439319827182866
DESM_DEXX2730010,34,increasing,0.008830286276187538,0.8461538461538461,decreasing,0.013754506203426553,-8.50758241758242,2018,0.01909682393464654,0.02921815223094753
DESM_DEXX2750010,34,increasing,0.01632203135091892,0.6129032258064516,decreasing,0.01632203135091892,-7.605455782312928,2018,0.03100322357132218,0.03255338474988829
DESM_DEXX2770010,34,increasing,0.0030820588888631484,0.7777777777777778,decreasing,0.008060034025016538,-8.871116883116883,2018,0.008511224162322079,0.021120819087452097
DESM_DEXX2770040,34,increasing,0.007350492972747258,0.8461538461538461,decreasing,0.01632203135091892,-8.867351648351653,2022,0.01702469017558881,0.03255338474988829
DESM_DEXX2790010,34,increasing,0.0030820588888631484,1.0,decreasing,0.012609903210569762,-9.4459375,2022,0.008511224162322079,0.027107516482602064
DESM_DEXX3310010,34,no trend,0.8646652653123481,-0.047619047619047616,no trend,0.14959022573946812,0.05310714285714291,2019,0.89975313115111,0.19963900015044259
DESM_DEXX3390020,34,increasing,0.001843338256175775,1.75,decreasing,0.012609903210569762,-0.10324060150375938,2018,0.005804898543571081,0.027107516482602064
DESM_DEXX3500015,34,no trend,0.06985553296057456,0.8181818181818182,no trend,0.09124032355472544,-0.03975238095238094,2022,0.10581492123563825,0.13261245407346736
DESM_DEXX41900104,34,increasing,0.036461268903084765,0.5333333333333333,decreasing,0.026711985379674896,-0.09073469387755108,2019,0.06088183970329038,0.048432337127794385
DESM_DEXX41900206,34,increasing,0.0003059631705921717,1.7272727272727273,decreasing,0.0003059631705921717,-0.17242857142857382,2022,0.0016642542157968127,0.002196815564851793
DESM_DEXX42900100,34,increasing,0.017757070483344295,1.0526315789473684,decreasing,0.03932623938872615,-0.152593984962406,2022,0.03337585499225446,0.06466485916112616
DESM_DEXX43100109,34,increasing,0.0009657811726462295,1.2272727272727273,decreasing,0.001843338256175775,-0.49498412698412625,2022,0.003537912663061188,0.006617584339671032
DESM_DEXX45100100,34,increasing,0.00024049413828786115,1.5,decreasing,0.0004898560790442819,-0.6955563909774438,2022,0.001438956594089036,0.002836424715756406
DESM_DEXX45300200,34,increasing,0.00007780085950059856,1.75,decreasing,0.00016645426937156316,-0.7478952380952388,2022,0.0006206779680158863,0.0014939270676097792
DESM_DEXX45900208,34,increasing,0.00016645426937156316,1.6,decreasing,0.00016645426937156316,-0.8051948051948056,2022,0.0010302945293860547,0.0014939270676097792
DESM_DEXX47500200,34,increasing,0.0000153962819682274,2.2222222222222223,decreasing,0.00010061765701130376,-0.8718857142857146,2022,0.00022109060906374544,0.001128804339595564
DESM_DEXX47900209,34,increasing,0.0209620396487753,0.4090909090909091,decreasing,0.01632203135091892,-0.4032499999999999,2019,0.03762686116955166,0.03255338474988829
DESM_DEXX48900204,34,increasing,0.0020465804405427335,2.0344827586206895,no trend,0.06520717421940603,-0.22610714285714226,2022,0.0061741376315532885,0.0996143640202841
DESM_DEXX49100101,34,increasing,0.00004600830927370403,2.3333333333333335,decreasing,0.00018834763162978163,-1.4198214285714286,2022,0.0004719138008359928,0.0015724837152346887
DESM_DEXX501010,32,no trend,0.190563762109778,0.25,no trend,0.16340634586373248,-0.3816631469979298,2015,0.24787098042539962,0.21409809549299255
DESM_DEXX501060,34,increasing,0.022745729765423883,0.6956521739130435,decreasing,0.036461268903084765,-0.7065652173913045,2015,0.0402252068265378,0.06174337517078977
DESM_DEXX501261,34,no trend,0.11759799116041258,0.2727272727272727,no trend,0.09124032355472544,-0.49277380952380945,2015,0.16237568779456968,0.13261245407346736
DESM_DEXX501420,34,increasing,0.0009124971247720381,0.75,decreasing,0.008830286276187538,-1.3001176470588238,2023,0.0034849624233315073,0.021862570849319488
DESM_DEXX502010,34,increasing,0.005039645462999731,0.39285714285714285,decreasing,0.024659856023290683,-1.0160937499999996,2018,0.012307705586509546,0.045633444909079154
DESM_DEXX502070,34,increasing,0.0004898560790442819,1.0,decreasing,0.0034066319449188587,-1.8698750000000004,2018,0.0021982291547112147,0.01063461624544235
DESM_DEXX502180,34,increasing,0.0025160002929569547,0.8823529411764706,decreasing,0.0030820588888631484,-1.875357142857143,2019,0.007225952841372374,0.010058719464562457
DESM_DEXX502350,34,increasing,0.0010780589400980478,1.1538461538461537,decreasing,0.001843338256175775,-2.0524857142857136,2018,0.0037575064028660113,0.006617584339671032
DESM_DEXX503050,34,increasing,0.012609903210569762,0.5483870967741935,decreasing,0.02890995589641987,-2.1219248120300747,2018,0.02543233287974463,0.05112647372815139
DESM_DEXX570810,34,no trend,0.7279633144153974,0.0,no trend,0.5664461417662239,-0.048476190476189944,2004,0.7919358481064475,0.633332440632741
DESM_DEXX570910,34,no trend,0.12020653095284817,0.0,decreasing,0.017757070483344295,-0.2615986394557823,2001,0.16534155023782565,0.034645588606090225
DESM_DEXX570940,34,increasing,0.0010780589400980478,1.8,decreasing,0.0009657811726462295,-0.3948877551020407,2022,0.0037575064028660113,0.004492906661433554
